Id,Time,Machine,Component,Parameter,Value
6616,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Drive,Brake Control,0.61
6617,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.48
6618,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.25
6619,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,17.82
6620,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Misc,System Voltage,18.23
6621,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.84
6622,2024-08-11T03:20:46.766466Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.9
6623,2024-08-11T03:20:46.766466Z,Dozer_1,Engine,Engine Oil Pressure,69.94
6624,2024-08-11T03:20:46.766466Z,Dozer_1,Engine,Engine Temperature,104.34
6625,2024-08-11T03:20:46.766466Z,Dozer_1,Engine,Engine Speed,1798.0
6626,2024-08-11T03:20:46.766466Z,Dozer_1,Fuel,Water Fuel,1787.56
6627,2024-08-11T03:20:46.766466Z,Dozer_1,Fuel,Fuel Temperature,400.3
6628,2024-08-11T03:20:46.766466Z,Dozer_1,Fuel,Fuel Level,1.07
6629,2024-08-11T03:20:46.766466Z,Dozer_1,Fuel,Fuel Pressure,30.29
6630,2024-08-11T03:20:46.766466Z,Dozer_1,Drive,Brake Control,0.63
6631,2024-08-11T03:20:46.766466Z,Dozer_1,Drive,Pedal Sensor,5.46
6632,2024-08-11T03:20:46.766466Z,Dozer_1,Drive,Transmission Pressure,447.82
6633,2024-08-11T03:20:46.766466Z,Dozer_1,Misc,Air Filter Pressure Drop,17.9
6634,2024-08-11T03:20:46.766466Z,Dozer_1,Misc,System Voltage,18.22
6635,2024-08-11T03:20:46.766466Z,Dozer_1,Misc,Exhaust Gas Temperature,363.78
6636,2024-08-11T03:20:46.766466Z,Dozer_1,Misc,Hydraulic Pump Rate,125.19
6637,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Engine,Engine Oil Pressure,69.94
6638,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Engine,Engine Temperature,104.43
6639,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Engine,Engine Speed,1793.8
6640,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Fuel,Water Fuel,1788.08
6641,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.92
6642,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Fuel,Fuel Level,1.07
6643,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Fuel,Fuel Pressure,30.36
6644,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Drive,Brake Control,0.65
6645,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Drive,Pedal Sensor,5.46
6646,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Drive,Transmission Pressure,447.12
6647,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,17.98
6648,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Misc,System Voltage,18.22
6649,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.92
6650,2024-08-11T03:20:46.766466Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.78
6651,2024-08-11T03:20:47.774172Z,Excavator_1,Engine,Engine Oil Pressure,69.85
6652,2024-08-11T03:20:47.774172Z,Excavator_1,Engine,Engine Temperature,104.4
6653,2024-08-11T03:20:47.774172Z,Excavator_1,Engine,Engine Speed,1798.39
6654,2024-08-11T03:20:47.774172Z,Excavator_1,Fuel,Water Fuel,1785.84
6655,2024-08-11T03:20:47.774172Z,Excavator_1,Fuel,Fuel Temperature,399.95
6656,2024-08-11T03:20:47.774172Z,Excavator_1,Fuel,Fuel Level,1.11
6657,2024-08-11T03:20:47.774172Z,Excavator_1,Fuel,Fuel Pressure,30.43
6658,2024-08-11T03:20:47.774172Z,Excavator_1,Drive,Brake Control,0.66
6659,2024-08-11T03:20:47.774172Z,Excavator_1,Drive,Pedal Sensor,5.45
6660,2024-08-11T03:20:47.774172Z,Excavator_1,Drive,Transmission Pressure,447.39
6661,2024-08-11T03:20:47.774172Z,Excavator_1,Misc,Air Filter Pressure Drop,18.0
6662,2024-08-11T03:20:47.774172Z,Excavator_1,Misc,System Voltage,18.21
6663,2024-08-11T03:20:47.774172Z,Excavator_1,Misc,Exhaust Gas Temperature,364.22
6664,2024-08-11T03:20:47.774172Z,Excavator_1,Misc,Hydraulic Pump Rate,125.11
6665,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Engine,Engine Oil Pressure,69.82
6666,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Engine,Engine Temperature,104.48
6667,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Engine,Engine Speed,1803.22
6668,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Fuel,Water Fuel,1783.87
6669,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.94
6670,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Fuel,Fuel Level,1.07
6671,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Fuel,Fuel Pressure,30.45
6672,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Drive,Brake Control,0.69
6673,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Drive,Pedal Sensor,5.45
6674,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Drive,Transmission Pressure,447.87
6675,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,18.06
6676,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Misc,System Voltage,18.2
6677,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.87
6678,2024-08-11T03:20:47.774172Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.4
6679,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,69.76
6680,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Engine,Engine Temperature,104.64
6681,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Engine,Engine Speed,1793.84
6682,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Fuel,Water Fuel,1784.83
6683,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.99
6684,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Fuel,Fuel Level,1.06
6685,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Fuel,Fuel Pressure,30.5
6686,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Drive,Brake Control,0.73
6687,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.43
6688,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Drive,Transmission Pressure,448.71
6689,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,18.09
6690,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Misc,System Voltage,18.19
6691,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.57
6692,2024-08-11T03:20:47.774172Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,123.98
6693,2024-08-11T03:20:47.774172Z,Dozer_1,Engine,Engine Oil Pressure,69.72
6694,2024-08-11T03:20:47.774172Z,Dozer_1,Engine,Engine Temperature,104.48
6695,2024-08-11T03:20:47.774172Z,Dozer_1,Engine,Engine Speed,1794.4
6696,2024-08-11T03:20:47.774172Z,Dozer_1,Fuel,Water Fuel,1782.96
6697,2024-08-11T03:20:47.774172Z,Dozer_1,Fuel,Fuel Temperature,399.76
6698,2024-08-11T03:20:47.774172Z,Dozer_1,Fuel,Fuel Level,1.05
6699,2024-08-11T03:20:47.774172Z,Dozer_1,Fuel,Fuel Pressure,30.51
6700,2024-08-11T03:20:47.774172Z,Dozer_1,Drive,Brake Control,0.75
6701,2024-08-11T03:20:47.774172Z,Dozer_1,Drive,Pedal Sensor,5.41
6702,2024-08-11T03:20:47.774172Z,Dozer_1,Drive,Transmission Pressure,448.07
6703,2024-08-11T03:20:47.774172Z,Dozer_1,Misc,Air Filter Pressure Drop,18.16
6704,2024-08-11T03:20:47.774172Z,Dozer_1,Misc,System Voltage,18.19
6705,2024-08-11T03:20:47.774172Z,Dozer_1,Misc,Exhaust Gas Temperature,363.77
6706,2024-08-11T03:20:47.774172Z,Dozer_1,Misc,Hydraulic Pump Rate,123.57
6707,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Engine,Engine Oil Pressure,69.69
6708,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Engine,Engine Temperature,104.47
6709,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Engine,Engine Speed,1795.02
6710,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Fuel,Water Fuel,1784.91
6711,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.95
6712,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Fuel,Fuel Level,1.01
6713,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Fuel,Fuel Pressure,30.53
6714,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Drive,Brake Control,0.79
6715,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Drive,Pedal Sensor,5.4
6716,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Drive,Transmission Pressure,448.57
6717,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,18.18
6718,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Misc,System Voltage,18.19
6719,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.99
6720,2024-08-11T03:20:47.774172Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,123.83
6721,2024-08-11T03:20:48.780436Z,Excavator_1,Engine,Engine Oil Pressure,69.6
6722,2024-08-11T03:20:48.780436Z,Excavator_1,Engine,Engine Temperature,104.27
6723,2024-08-11T03:20:48.780436Z,Excavator_1,Engine,Engine Speed,1793.97
6724,2024-08-11T03:20:48.780436Z,Excavator_1,Fuel,Water Fuel,1784.71
6725,2024-08-11T03:20:48.780436Z,Excavator_1,Fuel,Fuel Temperature,399.72
6726,2024-08-11T03:20:48.780436Z,Excavator_1,Fuel,Fuel Level,1.03
6727,2024-08-11T03:20:48.780436Z,Excavator_1,Fuel,Fuel Pressure,30.62
6728,2024-08-11T03:20:48.780436Z,Excavator_1,Drive,Brake Control,0.84
6729,2024-08-11T03:20:48.780436Z,Excavator_1,Drive,Pedal Sensor,5.38
6730,2024-08-11T03:20:48.780436Z,Excavator_1,Drive,Transmission Pressure,448.74
6731,2024-08-11T03:20:48.780436Z,Excavator_1,Misc,Air Filter Pressure Drop,18.27
6732,2024-08-11T03:20:48.780436Z,Excavator_1,Misc,System Voltage,18.18
6733,2024-08-11T03:20:48.780436Z,Excavator_1,Misc,Exhaust Gas Temperature,364.36
6734,2024-08-11T03:20:48.780436Z,Excavator_1,Misc,Hydraulic Pump Rate,124.14
6735,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Engine,Engine Oil Pressure,69.54
6736,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Engine,Engine Temperature,104.1
6737,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Engine,Engine Speed,1795.56
6738,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Fuel,Water Fuel,1785.53
6739,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.95
6740,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Fuel,Fuel Level,1.04
6741,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Fuel,Fuel Pressure,30.65
6742,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Drive,Brake Control,0.84
6743,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Drive,Pedal Sensor,5.37
6744,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Drive,Transmission Pressure,448.74
6745,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,18.32
6746,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Misc,System Voltage,18.18
6747,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.59
6748,2024-08-11T03:20:48.780436Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.22
6749,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,69.46
6750,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Engine,Engine Temperature,104.06
6751,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Engine,Engine Speed,1794.41
6752,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Fuel,Water Fuel,1785.26
6753,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Fuel,Fuel Temperature,400.08
6754,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Fuel,Fuel Level,1.04
6755,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Fuel,Fuel Pressure,30.68
6756,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Drive,Brake Control,0.87
6757,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.36
6758,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Drive,Transmission Pressure,447.81
6759,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,18.32
6760,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Misc,System Voltage,18.17
6761,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,364.44
6762,2024-08-11T03:20:48.780436Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.09
6763,2024-08-11T03:20:48.780436Z,Dozer_1,Engine,Engine Oil Pressure,69.38
6764,2024-08-11T03:20:48.780436Z,Dozer_1,Engine,Engine Temperature,104.17
6765,2024-08-11T03:20:48.780436Z,Dozer_1,Engine,Engine Speed,1795.82
6766,2024-08-11T03:20:48.780436Z,Dozer_1,Fuel,Water Fuel,1786.73
6767,2024-08-11T03:20:48.780436Z,Dozer_1,Fuel,Fuel Temperature,399.6
6768,2024-08-11T03:20:48.780436Z,Dozer_1,Fuel,Fuel Level,1.08
6769,2024-08-11T03:20:48.780436Z,Dozer_1,Fuel,Fuel Pressure,30.77
6770,2024-08-11T03:20:48.780436Z,Dozer_1,Drive,Brake Control,0.91
6771,2024-08-11T03:20:48.780436Z,Dozer_1,Drive,Pedal Sensor,5.36
6772,2024-08-11T03:20:48.780436Z,Dozer_1,Drive,Transmission Pressure,446.87
6773,2024-08-11T03:20:48.780436Z,Dozer_1,Misc,Air Filter Pressure Drop,18.42
6774,2024-08-11T03:20:48.780436Z,Dozer_1,Misc,System Voltage,18.16
6775,2024-08-11T03:20:48.780436Z,Dozer_1,Misc,Exhaust Gas Temperature,364.6
6776,2024-08-11T03:20:48.780436Z,Dozer_1,Misc,Hydraulic Pump Rate,124.27
6777,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Engine,Engine Oil Pressure,69.32
6778,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Engine,Engine Temperature,104.29
6779,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Engine,Engine Speed,1791.68
6780,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Fuel,Water Fuel,1786.23
6781,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.65
6782,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Fuel,Fuel Level,1.05
6783,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Fuel,Fuel Pressure,30.82
6784,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Drive,Brake Control,0.95
6785,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Drive,Pedal Sensor,5.35
6786,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Drive,Transmission Pressure,445.95
6787,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,18.48
6788,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Misc,System Voltage,18.15
6789,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,364.88
6790,2024-08-11T03:20:48.780436Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,123.83
6791,2024-08-11T03:20:49.786887Z,Excavator_1,Engine,Engine Oil Pressure,69.28
6792,2024-08-11T03:20:49.786887Z,Excavator_1,Engine,Engine Temperature,104.26
6793,2024-08-11T03:20:49.786887Z,Excavator_1,Engine,Engine Speed,1796.26
6794,2024-08-11T03:20:49.786887Z,Excavator_1,Fuel,Water Fuel,1787.54
6795,2024-08-11T03:20:49.786887Z,Excavator_1,Fuel,Fuel Temperature,399.76
6796,2024-08-11T03:20:49.786887Z,Excavator_1,Fuel,Fuel Level,1.07
6797,2024-08-11T03:20:49.786887Z,Excavator_1,Fuel,Fuel Pressure,30.86
6798,2024-08-11T03:20:49.786887Z,Excavator_1,Drive,Brake Control,0.96
6799,2024-08-11T03:20:49.786887Z,Excavator_1,Drive,Pedal Sensor,5.33
6800,2024-08-11T03:20:49.786887Z,Excavator_1,Drive,Transmission Pressure,445.56
6801,2024-08-11T03:20:49.786887Z,Excavator_1,Misc,Air Filter Pressure Drop,18.5
6802,2024-08-11T03:20:49.786887Z,Excavator_1,Misc,System Voltage,18.15
6803,2024-08-11T03:20:49.786887Z,Excavator_1,Misc,Exhaust Gas Temperature,364.44
6804,2024-08-11T03:20:49.786887Z,Excavator_1,Misc,Hydraulic Pump Rate,123.41
6805,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Engine,Engine Oil Pressure,69.19
6806,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Engine,Engine Temperature,104.2
6807,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Engine,Engine Speed,1791.93
6808,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Fuel,Water Fuel,1789.95
6809,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.99
6810,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Fuel,Fuel Level,1.06
6811,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Fuel,Fuel Pressure,30.87
6812,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Drive,Brake Control,1.0
6813,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Drive,Pedal Sensor,5.33
6814,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Drive,Transmission Pressure,445.81
6815,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,18.59
6816,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Misc,System Voltage,18.15
6817,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.29
6818,2024-08-11T03:20:49.786887Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,122.92
6819,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,69.1
6820,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Engine,Engine Temperature,104.08
6821,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Engine,Engine Speed,1793.62
6822,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Fuel,Water Fuel,1789.87
6823,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.88
6824,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Fuel,Fuel Level,1.11
6825,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Fuel,Fuel Pressure,30.93
6826,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Drive,Brake Control,1.03
6827,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.33
6828,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Drive,Transmission Pressure,446.52
6829,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,18.61
6830,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Misc,System Voltage,18.14
6831,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.8
6832,2024-08-11T03:20:49.786887Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,122.83
6833,2024-08-11T03:20:49.786887Z,Dozer_1,Engine,Engine Oil Pressure,69.04
6834,2024-08-11T03:20:49.786887Z,Dozer_1,Engine,Engine Temperature,103.97
6835,2024-08-11T03:20:49.786887Z,Dozer_1,Engine,Engine Speed,1798.1
6836,2024-08-11T03:20:49.786887Z,Dozer_1,Fuel,Water Fuel,1788.86
6837,2024-08-11T03:20:49.786887Z,Dozer_1,Fuel,Fuel Temperature,399.95
6838,2024-08-11T03:20:49.786887Z,Dozer_1,Fuel,Fuel Level,1.13
6839,2024-08-11T03:20:49.786887Z,Dozer_1,Fuel,Fuel Pressure,31.0
6840,2024-08-11T03:20:49.786887Z,Dozer_1,Drive,Brake Control,1.05
6841,2024-08-11T03:20:49.786887Z,Dozer_1,Drive,Pedal Sensor,5.31
6842,2024-08-11T03:20:49.786887Z,Dozer_1,Drive,Transmission Pressure,447.09
6843,2024-08-11T03:20:49.786887Z,Dozer_1,Misc,Air Filter Pressure Drop,18.66
6844,2024-08-11T03:20:49.786887Z,Dozer_1,Misc,System Voltage,18.14
6845,2024-08-11T03:20:49.786887Z,Dozer_1,Misc,Exhaust Gas Temperature,363.63
6846,2024-08-11T03:20:49.786887Z,Dozer_1,Misc,Hydraulic Pump Rate,122.4
6847,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Engine,Engine Oil Pressure,69.02
6848,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Engine,Engine Temperature,103.97
6849,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Engine,Engine Speed,1802.15
6850,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Fuel,Water Fuel,1787.81
6851,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.99
6852,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Fuel,Fuel Level,1.14
6853,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.01
6854,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Drive,Brake Control,1.04
6855,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Drive,Pedal Sensor,5.31
6856,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Drive,Transmission Pressure,446.27
6857,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,18.67
6858,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Misc,System Voltage,18.14
6859,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.18
6860,2024-08-11T03:20:49.786887Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,122.22
6861,2024-08-11T03:20:50.802641Z,Excavator_1,Engine,Engine Oil Pressure,68.95
6862,2024-08-11T03:20:50.802641Z,Excavator_1,Engine,Engine Temperature,104.2
6863,2024-08-11T03:20:50.802641Z,Excavator_1,Engine,Engine Speed,1797.96
6864,2024-08-11T03:20:50.802641Z,Excavator_1,Fuel,Water Fuel,1786.78
6865,2024-08-11T03:20:50.802641Z,Excavator_1,Fuel,Fuel Temperature,400.06
6866,2024-08-11T03:20:50.802641Z,Excavator_1,Fuel,Fuel Level,1.18
6867,2024-08-11T03:20:50.802641Z,Excavator_1,Fuel,Fuel Pressure,31.08
6868,2024-08-11T03:20:50.802641Z,Excavator_1,Drive,Brake Control,1.06
6869,2024-08-11T03:20:50.802641Z,Excavator_1,Drive,Pedal Sensor,5.3
6870,2024-08-11T03:20:50.802641Z,Excavator_1,Drive,Transmission Pressure,446.21
6871,2024-08-11T03:20:50.802641Z,Excavator_1,Misc,Air Filter Pressure Drop,18.74
6872,2024-08-11T03:20:50.802641Z,Excavator_1,Misc,System Voltage,18.13
6873,2024-08-11T03:20:50.802641Z,Excavator_1,Misc,Exhaust Gas Temperature,363.35
6874,2024-08-11T03:20:50.802641Z,Excavator_1,Misc,Hydraulic Pump Rate,122.53
6875,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Engine,Engine Oil Pressure,68.88
6876,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Engine,Engine Temperature,104.37
6877,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Engine,Engine Speed,1795.72
6878,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Fuel,Water Fuel,1785.36
6879,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.59
6880,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Fuel,Fuel Level,1.15
6881,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.11
6882,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Drive,Brake Control,1.08
6883,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Drive,Pedal Sensor,5.29
6884,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Drive,Transmission Pressure,446.22
6885,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,18.78
6886,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Misc,System Voltage,18.13
6887,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.4
6888,2024-08-11T03:20:50.802641Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,122.64
6889,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,68.86
6890,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Engine,Engine Temperature,104.34
6891,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Engine,Engine Speed,1792.72
6892,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Fuel,Water Fuel,1783.76
6893,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.76
6894,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Fuel,Fuel Level,1.1
6895,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.21
6896,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Drive,Brake Control,1.08
6897,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.29
6898,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Drive,Transmission Pressure,446.79
6899,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,18.78
6900,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Misc,System Voltage,18.13
6901,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.43
6902,2024-08-11T03:20:50.802641Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,122.62
6903,2024-08-11T03:20:50.802641Z,Dozer_1,Engine,Engine Oil Pressure,68.86
6904,2024-08-11T03:20:50.802641Z,Dozer_1,Engine,Engine Temperature,104.13
6905,2024-08-11T03:20:50.802641Z,Dozer_1,Engine,Engine Speed,1790.24
